review_length,rating,num_exclamation_marks,contains_question_mark,uppercase_ratio,helpful_votes,is_helpful
156,5,2,1,0.02809917355,0,0
156,5,0,0,0.01937406855,3,1
156,5,0,0,0.02314049587,0,0
156,5,0,0,0.02472952087,8,1
156,5,0,0,0.04025764895,0,0
156,5,3,0,0.03053435115,5,1
155,1,0,0,0.02105263158,0,0
155,1,0,0,0.01232665639,13,1
155,2,0,0,0.04281345566,7,1
155,5,1,1,0.058910162,5,1
155,5,0,0,0.01780821918,6,1
155,5,3,0,0.04945904173,0,0
154,4,0,0,0.01775147929,0,0
154,4,0,0,0.03577235772,0,0
154,4,0,0,0.0275862069,4,1
154,5,3,0,0.02396166134,1,0
154,5,0,0,0.03134328358,1,0
154,5,0,0,0.04166666667,4,1
153,2,0,0,0.06414473684,6,1
153,3,0,0,0.02619414484,3,1
153,3,1,0,0.0163132137,5,1
153,5,1,0,0.02222222222,0,0
153,5,0,0,0.0386996904,2,0
153,5,0,0,0.02325581395,1,0
153,5,0,0,0.01237964237,2,0
153,5,2,0,0.06397306397,5,1
153,5,0,0,0.03050847458,2,0
152,1,2,0,0.02881355932,0,0
152,2,1,0,0.04784688995,3,1
152,3,0,0,0.02389078498,0,0
152,3,2,0,0.01960784314,1,0
152,3,0,0,0.02158273381,5,1
152,4,0,0,0.01399688958,0,0
152,5,2,0,0.02772963605,25,1
152,5,0,0,0.02300613497,13,1
152,5,1,0,0.01705426357,30,1
152,5,1,1,0.03668261563,1,0
152,5,0,0,0.03587443946,5,1
152,5,0,0,0.02058823529,9,1
151,1,2,0,0.07912457912,0,0
151,1,0,0,0.0284629981,3,1
151,1,3,0,0.06666666667,15,1
151,3,0,1,0.03416149068,3,1
151,5,0,0,0.02814569536,6,1
151,5,1,0,0.0328125,4,1
151,5,0,0,0.02226027397,2,0
151,5,0,1,0.04026845638,6,1
151,5,2,0,0.02286585366,9,1
151,5,4,0,0.03753753754,4,1
150,1,0,0,0.01421800948,8,1
150,1,0,0,0.02293577982,3,1
150,2,0,0,0.04863221884,9,1
150,3,0,0,0.01933216169,0,0
150,3,0,0,0.02650176678,0,0
150,4,0,0,0.02040816327,1,0
150,4,0,0,0.05623100304,4,1
150,5,9,0,0.1297709924,3,1
150,5,1,0,0.08143322476,4,1
150,5,0,1,0.03025936599,3,1
150,5,1,0,0.03057553957,3,1
149,1,1,1,0.01943198804,3,1
149,2,0,0,0.02536231884,0,0
149,3,0,0,0.03145695364,0,0
149,3,1,0,0.01694915254,0,0
149,4,0,0,0.03114186851,0,0
149,4,0,0,0.01746031746,1,0
149,4,0,0,0.03001579779,1,0
149,5,0,0,0.05422647528,15,1
149,5,5,0,0.01401869159,3,1
148,1,0,0,0.0224137931,0,0
148,1,0,0,0.03522504892,10,1
148,2,1,0,0.02702702703,3,1
148,3,1,0,0.02258064516,50,1
148,4,1,0,0.04444444444,19,1
148,5,0,0,0.01617647059,3,1
148,5,1,0,0.0332278481,3,1
148,5,1,0,0.04329608939,1,0
148,5,7,1,0.05271828666,4,1
148,5,0,0,0.02816901408,4,1
148,5,2,1,0.04906937394,3,1
148,5,1,0,0.0197044335,3,1
148,5,0,0,0.03247863248,0,0
148,5,0,0,0.04118616145,5,1
148,5,1,0,0.01658374793,0,0
147,2,1,0,0.02050473186,3,1
147,4,0,0,0.03114186851,1,0
147,4,3,0,0.01524390244,4,1
147,5,0,0,0.05815831987,3,1
147,5,0,0,0.04590163934,0,0
147,5,0,0,0.03164556962,3,1
147,5,0,0,0.02702702703,5,1
147,5,0,0,0.02821869489,0,0
147,5,4,0,0.03547297297,1,0
147,5,0,0,0.02798507463,1,0
147,5,0,0,0.05304212168,5,1
146,1,7,0,0.02488335925,2,0
146,1,4,0,0.04591836735,3,1
146,3,0,0,0.04487179487,0,0
146,3,0,1,0.03225806452,0,0
146,3,0,1,0.02992957746,12,1
146,3,1,0,0.01587301587,5,1
146,4,0,0,0.04580152672,1,0
146,5,0,0,0.03120356612,0,0
146,5,1,0,0.02525252525,1,0
146,5,0,0,0.01529051988,14,1
146,5,0,0,0.0372250423,3,1
146,5,3,0,0.04090909091,0,0
145,1,0,0,0.01858108108,0,0
145,4,0,0,0.02245250432,5,1
145,5,0,0,0.02243589744,12,1
145,5,2,1,0.07479674797,3,1
145,5,0,0,0.0333863275,69,1
145,5,2,0,0.02446043165,1,0
145,5,1,0,0.0206185567,1,0
145,5,0,0,0.03180212014,1,0
145,5,0,0,0.008103727715,2,0
145,5,1,0,0.02814569536,15,1
145,5,0,0,0.03339517625,0,0
144,1,1,0,0.01483679525,3,1
144,1,0,0,0.04006163328,16,1
144,3,0,0,0.02491103203,4,1
144,3,0,0,0.02744425386,9,1
144,4,1,0,0.04007285974,3,1
144,4,0,0,0.04181184669,2,0
144,5,2,1,0.01577287066,3,1
144,5,0,0,0.02702702703,6,1
144,5,0,0,0.02833333333,0,0
144,5,2,0,0.02360876897,1,0
144,5,1,0,0.05485893417,6,1
143,1,0,0,0.02512562814,12,1
143,1,3,0,0.05015673981,2,0
143,1,0,1,0.0153609831,16,1
143,4,0,0,0.01896551724,3,1
143,5,2,0,0.05263157895,0,0
143,5,1,0,0.02225755167,5,1
143,5,0,0,0.02477876106,5,1
143,5,2,0,0.03135313531,4,1
143,5,2,0,0.06270627063,10,1
142,1,0,0,0.01935483871,90,1
142,2,0,0,0.02429906542,0,0
142,3,1,1,0.02113821138,0,0
142,4,1,0,0.03372681282,3,1
142,4,2,0,0.01867572156,3,1
142,4,2,0,0.06230529595,0,0
142,5,2,0,0.02821869489,3,1
142,5,2,0,0.0750798722,3,1
142,5,0,0,0.04152249135,15,1
142,5,0,0,0.02135231317,0,0
142,5,1,0,0.04562043796,0,0
142,5,0,0,0.04761904762,1,0
142,5,0,0,0.02249134948,0,0
142,5,0,0,0.04761904762,1,0
142,5,0,0,0.06951871658,2,0
142,5,4,0,0.02639751553,1,0
142,5,1,0,0.02728731942,3,1
141,2,0,1,0.0304,15,1
141,4,0,0,0.03092783505,0,0
141,4,1,1,0.06079027356,19,1
141,4,0,0,0.01293900185,3,1
141,4,0,1,0.02791461412,3,1
141,4,0,0,0.01644245142,15,1
141,5,1,0,0.05362776025,0,0
141,5,1,0,0.05518394649,1,0
141,5,1,0,0.02536231884,36,1
140,4,0,0,0.02123893805,7,1
140,5,0,0,0.05544933078,4,1
140,5,1,0,0.02214650767,7,1
140,5,0,0,0.015625,3,1
140,5,1,0,0.03442340792,0,0
140,5,2,0,0.02786377709,1,0
140,5,1,0,0.03797468354,6,1
139,1,0,0,0.02177858439,3,1
139,2,0,0,0.03608247423,6,1
139,5,0,0,0.03166666667,1,0
139,5,9,0,0.02525252525,0,0
139,5,2,0,0.04655493482,4,1
139,5,0,0,0.02317290553,9,1
139,5,0,0,0.02861952862,5,1
139,5,0,0,0.0490797546,1,0
139,5,0,0,0.0332103321,0,0
139,5,1,0,0.02272727273,8,1
138,1,1,0,0.04516129032,5,1
138,3,0,0,0.02960526316,0,0
138,4,1,0,0.0275862069,0,0
138,4,0,0,0.02295081967,1,0
138,5,0,0,0.06583629893,0,0
138,5,0,0,0.02142857143,0,0
138,5,0,0,0.02636203866,1,0
138,5,12,1,0.04570383912,1,0
138,5,0,0,0.01838235294,1,0
138,5,8,0,0.02892561983,0,0
138,5,1,0,0.003372681282,23,1
138,5,0,0,0.03071672355,1,0
137,1,0,1,0.0253164557,8,1
137,1,0,0,0.02882882883,6,1
137,2,0,1,0.08969465649,6,1
137,2,0,0,0.01876172608,0,0
137,2,0,0,0.02664298401,2,0
137,5,0,0,0.06927175844,6,1
137,5,0,0,0.02245250432,0,0
137,5,1,0,0.04931972789,44,1
136,1,0,0,0.01839464883,8,1
136,1,1,0,0.03074433657,6,1
136,3,3,0,0.02027027027,7,1
136,4,0,0,0.03345724907,8,1
136,4,0,0,0.02554744526,0,0
136,5,1,0,0.03623188406,0,0
136,5,0,0,0.03548387097,2,0
136,5,0,0,0.01083032491,1,0
136,5,0,0,0.02156862745,1,0
136,5,5,0,0.05933682373,1,0
136,5,0,0,0.01323251418,35,1
136,5,1,0,0.01172529313,0,0
135,1,0,0,0.03730017762,20,1
135,2,2,0,0.08514190317,4,1
135,2,0,0,0.02611940299,1,0
135,3,0,0,0.01727115717,0,0
135,4,2,0,0.02608695652,0,0
135,5,0,0,0.04669887279,5,1
135,5,4,1,0.02707275804,7,1
135,5,0,0,0.02536231884,7,1
135,5,0,0,0.03867403315,0,0
135,5,1,0,0.04127579737,0,0
135,5,0,0,0.02037037037,0,0
135,5,0,0,0.02572347267,3,1
134,1,0,0,0.04188481675,0,0
134,1,0,0,0.02694136292,14,1
134,1,1,1,0.1031746032,4,1
134,2,0,0,0.02877697842,0,0
134,3,0,0,0.01757469244,0,0
134,4,1,0,0.02722323049,2,0
134,4,0,0,0.03710575139,1,0
134,4,0,0,0.02564102564,5,1
134,5,0,0,0.05354058722,7,1
134,5,0,0,0.03442028986,1,0
134,5,0,0,0.03786574871,11,1
133,2,0,0,0.02292768959,3,1
133,2,0,0,0,0,0
133,3,0,1,0.01519756839,8,1
133,4,0,1,0.01854974705,0,0
133,4,0,0,0.05940594059,1,0
133,4,0,0,0.03969754253,5,1
133,5,0,0,0.06678082192,0,0
133,5,0,0,0.04718693285,3,1
133,5,0,0,0.01067615658,3,1
133,5,0,0,0.02052238806,0,0
133,5,0,0,0.01831501832,1,0
133,5,0,0,0.03284671533,0,0
133,5,0,0,0.03677758319,6,1
133,5,0,0,0.01535836177,1,0
132,1,1,1,0.2560296846,17,1
132,1,0,0,0.08023774146,4,1
132,5,1,1,0.02676864245,3,1
132,5,3,0,0.06355140187,0,0
132,5,0,0,0.02802101576,24,1
132,5,1,0,0.04389312977,11,1
132,5,0,0,0.09306260575,1,0
132,5,1,0,0.03254972875,2,0
132,5,1,0,0.01875,16,1
131,1,0,0,0.03985507246,6,1
131,2,1,0,0.03947368421,2,0
131,3,0,1,0.07130124777,0,0
131,3,0,0,0.02755905512,3,1
131,3,0,0,0.01782178218,0,0
131,4,4,0,0.01992031873,3,1
131,4,1,0,0.03716814159,0,0
131,5,2,0,0.01484230056,4,1
131,5,1,0,0.02155887231,5,1
131,5,1,0,0.08988764045,3,1
130,1,1,1,0.07389162562,24,1
130,1,5,1,0.03795066414,1,0
130,3,0,0,0.0321969697,7,1
130,3,0,0,0.1541218638,3,1
130,4,1,0,0.01470588235,0,0
130,4,0,0,0.02734375,1,0
130,4,0,1,0.02977232925,1,0
130,5,0,0,0.0667752443,4,1
130,5,0,0,0.03603603604,2,0
130,5,1,0,0.04580152672,4,1
130,5,2,0,0.02868068834,6,1
130,5,1,0,0.03125,0,0
130,5,2,0,0.03660565724,1,0
129,1,0,0,0.03544776119,4,1
129,2,0,1,0.04042179262,7,1
129,3,0,0,0.02083333333,0,0
129,3,1,0,0.02479338843,3,1
129,4,0,0,0.04071661238,0,0
129,5,2,0,0.02218114603,0,0
129,5,2,0,0.02234636872,10,1
129,5,0,0,0.04340567613,0,0
129,5,2,0,0.02079395085,4,1
129,5,1,0,0.02547770701,3,1
129,5,0,0,0.01711026616,16,1
129,5,0,0,0.02389705882,20,1
129,5,2,0,0.02339181287,4,1
129,5,0,0,0.06343283582,12,1
129,5,2,0,0.03826955075,6,1
128,1,1,0,0.01565217391,20,1
128,1,2,0,0.05160142349,1,0
128,1,0,0,0.02747252747,3,1
128,2,0,0,0.02517985612,4,1
128,3,5,0,0.04149377593,0,0
128,4,0,0,0.02631578947,8,1
128,4,0,0,0.02240325866,2,0
128,4,0,0,0.02717391304,0,0
128,5,0,1,0.05215827338,0,0
128,5,1,0,0.02631578947,7,1
128,5,3,0,0.02559726962,1,0
128,5,1,0,0.036900369,6,1
128,5,0,0,0.05350553506,6,1
128,5,0,0,0.03435804702,0,0
127,1,0,0,0.05020080321,4,1
127,1,0,0,0.01796407186,22,1
127,2,0,0,0.02201834862,1,0
127,2,0,0,0.01984126984,3,1
127,4,0,0,0.01313320826,1,0
127,4,0,0,0.0306122449,4,1
127,4,2,0,0.02851711027,5,1
127,4,0,0,0.01748251748,1,0
127,5,4,0,0.04206500956,7,1
127,5,0,0,0.02554744526,5,1
127,5,1,0,0.02303262956,4,1
127,5,2,0,0.04243542435,0,0
127,5,0,0,0.02857142857,3,1
127,5,0,0,0.04761904762,4,1
127,5,1,0,0.01541425819,7,1
127,5,2,0,0.04942965779,7,1
127,5,0,0,0.0231316726,15,1
126,1,0,0,0.04159445407,10,1
126,3,0,0,0.01740812379,0,0
126,3,0,0,0.01926782274,0,0
126,5,19,0,0.04553734062,4,1
126,5,0,0,0.02846975089,5,1
126,5,0,0,0.04868913858,5,1
126,5,0,0,0.02222222222,0,0
126,5,3,0,0.03245436105,18,1
126,5,1,0,0.02087286528,7,1
126,5,3,0,0.04046242775,3,1
125,2,0,0,0.02100840336,0,0
125,2,1,0,0.05882352941,4,1
125,4,0,0,0.03846153846,0,0
125,4,0,0,0.03238095238,3,1
125,4,0,0,0.01919385797,3,1
125,4,1,0,0.01506591337,0,0
125,5,2,0,0.04536489152,0,0
125,5,3,0,0.03651115619,3,1
125,5,0,0,0.02594810379,4,1
125,5,0,1,0.03468208092,4,1
125,5,1,0,0.02702702703,28,1
125,5,1,0,0.0469667319,3,1
125,5,0,0,0.02819548872,10,1
125,5,1,0,0.0469667319,3,1
124,1,2,0,0.07663551402,3,1
124,1,4,0,0.03868471954,14,1
124,4,0,0,0.02333931777,0,0
124,4,0,0,0.04460966543,9,1
124,4,6,0,0.04897959184,0,0
124,5,0,0,0.04575163399,44,1
124,5,0,0,0.01717557252,12,1
124,5,0,0,0.02941176471,3,1
124,5,2,0,0.02285714286,6,1
124,5,0,0,0.04255319149,47,1
124,5,1,0,0.02218114603,0,0
124,5,1,0,0.05283018868,1,0
124,5,0,0,0.01716068643,0,0
124,5,0,0,0.05133079848,17,1
123,1,0,0,0.03,8,1
123,1,0,0,0.02485659656,0,0
123,2,0,0,0.0248447205,4,1
123,4,0,1,0.04255319149,0,0
123,5,1,0,0.02801724138,0,0
123,5,1,0,0.02901023891,5,1
123,5,3,0,0.04734848485,4,1
123,5,1,0,0.01960784314,5,1
123,5,0,0,0.03603603604,9,1
123,5,6,0,0.046692607,8,1
123,5,0,0,0.0131826742,0,0
123,5,0,0,0.04665314402,71,1
123,5,0,1,0.04512635379,15,1
122,1,2,0,0.06142034549,4,1
122,1,2,0,0.06142034549,4,1
122,1,0,0,0.03406813627,4,1
122,2,0,0,0.01492537313,1,0
122,4,0,0,0.02105263158,11,1
122,4,0,0,0.02469135802,0,0
122,5,0,0,0.04299065421,7,1
122,5,2,1,0.02636916836,8,1
122,5,1,0,0.01789264414,23,1
122,5,5,0,0.07566462168,0,0
122,5,2,0,0.05443548387,15,1
122,5,1,0,0.009652509653,2,0
122,5,8,0,0.01740812379,7,1
122,5,2,0,0.03734439834,0,0
122,5,3,0,0.04516129032,1,0
122,5,1,0,0.02226720648,8,1
122,5,0,0,0.02610441767,9,1
122,5,0,0,0.0202020202,6,1
121,1,3,0,0.05,6,1
121,1,0,1,0.02772277228,1,0
121,1,0,0,0.0358490566,22,1
121,1,4,1,0.09132420091,0,0
121,4,2,0,0.02739726027,3,1
121,4,0,0,0.02592592593,2,0
121,5,1,0,0.03711790393,1,0
121,5,1,0,0.0572450805,0,0
121,5,0,0,0.0231092437,2,0
121,5,0,0,0.030651341,9,1
121,5,1,0,0.02095238095,0,0
121,5,6,0,0.03193612774,3,1
121,5,0,0,0.02718446602,5,1
121,5,2,0,0.06952965235,0,0
121,5,6,0,0.03193612774,3,1
121,5,6,0,0.03193612774,3,1
121,5,0,0,0.0462962963,0,0
121,5,7,0,0.04449152542,1,0
120,1,0,0,0.01438848921,6,1
120,1,0,0,0.03118908382,0,0
120,1,1,0,0.07575757576,13,1
120,1,1,1,0.04149377593,3,1
120,1,1,0,0.0248447205,7,1
120,2,0,0,0.03326403326,2,0
120,2,0,0,0.02529182879,11,1
120,3,0,0,0.04819277108,1,0
120,4,0,0,0.02424242424,13,1
120,5,2,1,0.04308390023,5,1
120,5,1,0,0.02947368421,0,0
120,5,1,0,0.01734104046,0,0
120,5,0,0,0.05882352941,6,1
120,5,0,0,0.03875968992,0,0
120,5,1,0,0.04081632653,4,1
120,5,0,1,0.01908396947,0,0
120,5,0,0,0.0294599018,23,1
120,5,0,1,0.04581673307,10,1
120,5,0,0,0.02754237288,8,1
120,5,1,0,0.03333333333,9,1
120,5,1,0,0.02159827214,1,0
119,1,0,0,0.06513409962,17,1
119,1,0,0,0.02131782946,40,1
119,2,0,0,0.04487179487,7,1
119,3,0,0,0.01952277657,4,1
119,3,0,0,0.02597402597,9,1
119,4,0,0,0.04246284501,2,0
119,4,1,0,0.02579365079,0,0
119,5,3,0,0.02935779817,3,1
119,5,0,0,0.02136752137,2,0
119,5,0,0,0.02033271719,6,1
119,5,0,0,0.03238866397,4,1
119,5,1,0,0.02991452991,3,1
119,5,4,0,0.04197080292,21,1
119,5,0,0,0.0253164557,3,1
119,5,1,0,0.02631578947,0,0
118,1,1,0,0.04468085106,0,0
118,1,0,0,0.04770992366,3,1
118,1,2,0,0.04713114754,0,0
118,2,0,0,0.02823529412,2,0
118,4,0,0,0.01181102362,6,1
118,4,0,0,0.03780718336,1,0
118,5,0,0,0.03213610586,3,1
118,5,1,0,0.0374015748,0,0
118,5,0,0,0.02918287938,1,0
118,5,0,0,0.03962264151,6,1
118,5,1,0,0.03696498054,25,1
117,1,0,0,0.02994011976,0,0
117,1,2,0,0.02680412371,16,1
117,1,0,1,0.02547770701,4,1
117,1,3,0,0.03669724771,0,0
117,3,0,0,0.03255813953,11,1
117,3,4,1,0.02654867257,9,1
117,4,1,0,0.01789709172,3,1
117,5,0,0,0.01864801865,0,0
117,5,0,0,0.02569593148,6,1
117,5,3,0,0.04471544715,4,1
117,5,3,0,0.04509803922,5,1
117,5,3,0,0.04655870445,6,1
116,1,0,0,0.02816901408,4,1
116,1,0,0,0.02024291498,6,1
116,1,2,0,0.01408450704,14,1
116,2,0,1,0.04054054054,0,0
116,3,0,0,0.02771855011,0,0
116,3,0,0,0.02304147465,3,1
116,5,1,0,0.02268041237,7,1
116,5,1,0,0.04017857143,0,0
116,5,1,0,0.02912621359,4,1
116,5,0,0,0.04387990762,0,0
116,5,8,0,0.2729083665,1,0
116,5,3,0,0.02195608782,9,1
115,1,0,1,0.04220183486,3,1
115,2,2,1,0.03239740821,3,1
115,4,0,0,0.03131524008,4,1
115,5,2,0,0.02575107296,13,1
115,5,0,0,0.02407002188,9,1
115,5,1,0,0.06557377049,0,0
115,5,0,0,0.02202643172,3,1
115,5,0,0,0.03420523139,5,1
114,1,0,1,0.03219315895,14,1
114,1,0,0,0.01882845188,1,0
114,1,0,1,0.0286259542,7,1
114,1,3,0,0.02258726899,0,0
114,3,0,0,0.03386004515,5,1
114,3,0,0,0.04073319756,6,1
114,4,0,1,0.01818181818,0,0
114,4,0,0,0.07910750507,28,1
114,5,4,0,0.08865979381,4,1
114,5,0,0,0.03076923077,17,1
114,5,0,0,0.03076923077,17,1
114,5,1,0,0.04077669903,6,1
114,5,0,0,0.02393162393,0,0
114,5,0,0,0.03953488372,4,1
113,1,5,0,0.5095238095,13,1
113,1,0,1,0.1014492754,3,1
113,1,1,1,0.04020100503,6,1
113,2,0,0,0.01727861771,4,1
113,3,0,1,0.0253411306,4,1
113,3,0,0,0.01754385965,1,0
113,4,0,0,0.01603206413,0,0
113,4,0,0,0.03017241379,3,1
113,4,1,0,0.02921348315,0,0
113,4,0,0,0.0199556541,0,0
113,4,0,0,0.01801801802,11,1
113,5,1,0,0.02959830867,2,0
113,5,1,0,0.03240740741,2,0
113,5,0,0,0.04158004158,11,1
113,5,1,0,0.05122494432,0,0
113,5,1,0,0.0438247012,0,0
113,5,1,0,0.03211991435,4,1
113,5,4,1,0.03347280335,2,0
113,5,0,0,0.03177966102,3,1
113,5,0,0,0.01525054466,0,0
113,5,3,0,0.03317535545,0,0
113,5,0,0,0.03218390805,3,1
113,5,0,0,0.03218390805,3,1
113,5,3,0,0.0612745098,10,1
112,1,0,0,0.0415704388,3,1
112,1,1,0,0.02880658436,0,0
112,3,1,0,0.07429718876,3,1
112,3,0,0,0.03258655804,0,0
112,3,0,0,0.02188183807,3,1
112,4,0,0,0.03925619835,0,0
112,4,0,1,0.05446623094,0,0
112,5,0,0,0.01495726496,6,1
112,5,0,1,0.03211991435,4,1
112,5,0,1,0.03211991435,4,1
112,5,1,0,0.0170575693,9,1
112,5,1,0,0.03636363636,0,0
112,5,2,0,0.02521008403,7,1
112,5,1,0,0.05073995772,4,1
112,5,1,0,0.096,0,0
112,5,2,0,0.0625,6,1
112,5,0,0,0.0332594235,0,0
112,5,2,0,0.03830645161,3,1
112,5,0,0,0.03632887189,0,0
112,5,0,0,0.02941176471,3,1
112,5,2,0,0.08741258741,4,1
111,1,1,1,0.1066945607,1,0
111,1,0,0,0.03125,0,0
111,1,0,0,0.03009259259,4,1
111,2,0,1,0.02985074627,16,1
111,2,0,1,0.02777777778,0,0
111,5,0,0,0.01131221719,26,1
111,5,1,0,0.03787878788,3,1
111,5,0,0,0.02863961814,0,0
111,5,1,0,0.04017857143,18,1
111,5,2,0,0.03427419355,0,0
111,5,1,0,0.01960784314,1,0
110,1,1,0,0.06808510638,18,1
110,1,2,0,0.03381642512,1,0
110,2,0,0,0.02335456476,2,0
110,3,0,0,0.04564315353,10,1
110,5,0,0,0.03375527426,0,0
110,5,0,0,0.02921348315,0,0
110,5,1,0,0.02526315789,5,1
110,5,7,0,0.154954955,2,0
110,5,2,0,0.03791469194,0,0
110,5,0,0,0.04895104895,8,1
110,5,1,0,0.03348214286,1,0
110,5,1,0,0.02192982456,32,1
110,5,0,0,0.017578125,0,0
109,1,0,0,0.03703703704,4,1
109,1,0,0,0.01629327902,5,1
109,1,18,0,0.04705882353,3,1
109,1,0,0,0.01089324619,5,1
109,2,0,0,0.06864988558,2,0
109,2,1,1,0.01556420233,0,0
109,3,0,0,0.01290322581,13,1
109,3,0,0,0.01290322581,13,1
109,4,0,0,0.01840490798,4,1
109,4,0,0,0.022172949,4,1
109,4,0,0,0.1384364821,2,0
109,4,0,0,0.02109704641,0,0
109,4,2,0,0.03846153846,1,0
109,5,2,0,0.02272727273,8,1
109,5,2,0,0.05416666667,0,0
109,5,1,0,0.06762295082,1,0
109,5,2,0,0.01941747573,4,1
109,5,0,0,0.03233256351,1,0
108,1,0,0,0.03597122302,4,1
108,3,0,0,0.04583333333,10,1
108,3,2,0,0.02293577982,3,1
108,3,0,0,0.01647058824,6,1
108,4,0,0,0.01720430108,5,1
108,5,1,0,0.02,16,1
108,5,1,0,0.01361867704,16,1
108,5,0,0,0.02455357143,1,0
108,5,4,0,0.02282157676,10,1
108,5,2,0,0.04136253041,1,0
108,5,1,0,0.01361867704,16,1
108,5,0,0,0.01731601732,7,1
108,5,1,0,0.03303964758,5,1
108,5,0,1,0.0484496124,8,1
108,5,6,0,0.03416856492,3,1
108,5,0,0,0.01978021978,5,1
107,1,1,1,0.05854800937,4,1
107,1,0,1,0.03983228512,3,1
107,2,0,0,0.02663438257,38,1
107,3,0,0,0.03676470588,3,1
107,3,1,1,0.02649006623,0,0
107,3,0,0,0.02169197397,3,1
107,3,1,0,0.02277904328,0,0
107,3,0,0,0.03933747412,13,1
107,4,0,0,0.02375296912,5,1
107,5,0,0,0.01388888889,3,1
107,5,1,0,0.02290076336,3,1
107,5,0,0,0.0252293578,6,1
107,5,2,0,0.04783599089,3,1
107,5,0,0,0.05660377358,3,1
107,5,0,0,0.01951219512,0,0
107,5,0,0,0.04028436019,0,0
107,5,0,0,0.03233830846,0,0
107,5,0,0,0.0354767184,0,0
107,5,0,0,0.02745098039,0,0
107,5,0,0,0.04384133612,4,1
107,5,0,0,0.05620608899,18,1
106,1,3,0,0.06355932203,4,1
106,1,0,0,0.04377880184,0,0
106,1,1,0,0.02941176471,1,0
106,1,2,1,0.07126436782,3,1
106,2,0,0,0.0522875817,0,0
106,3,3,0,0.1535087719,0,0
106,3,0,1,0.03953488372,0,0
106,4,1,0,0.02424242424,0,0
106,4,0,0,0.0155210643,8,1
106,4,0,0,0.0198019802,4,1
106,5,2,0,0.05684210526,2,0
106,5,3,0,0.01960784314,0,0
106,5,0,0,0.02054794521,5,1
106,5,1,0,0.02941176471,1,0
106,5,0,1,0.03184713376,5,1
106,5,2,0,0.03381642512,5,1
106,5,1,0,0.03296703297,4,1
106,5,1,0,0.01927194861,4,1
106,5,0,0,0.02625298329,0,0
106,5,2,0,0.05299539171,3,1
105,2,0,0,0.02552204176,6,1
105,3,0,0,0.03203661327,4,1
105,4,0,0,0.02511415525,7,1
105,4,0,0,0.04073319756,1,0
105,5,0,0,0.01511335013,9,1
105,5,0,0,0.0387409201,2,0
105,5,1,0,0.06798245614,0,0
105,5,0,0,0.01372997712,2,0
105,5,6,0,0.06175771971,3,1
105,5,0,0,0.04318181818,4,1
105,5,0,0,0.03902439024,0,0
105,5,0,0,0.01505376344,5,1
105,5,6,0,0.08177570093,0,0
105,5,2,1,0.03274559194,0,0
105,5,2,0,0.06175771971,4,1
105,5,3,0,0.02168674699,6,1
105,5,2,0,0.02798982188,6,1
104,1,5,0,0.0175,2,0
104,1,5,0,0.0175,2,0
104,2,0,0,0.05329949239,8,1
104,3,1,0,0.02155172414,0,0
104,4,1,0,0.04603580563,15,1
104,4,0,1,0.04502369668,3,1
104,4,0,0,0.02068965517,2,0
104,5,0,0,0.02173913043,3,1
104,5,0,0,0.03669724771,0,0
104,5,0,0,0.01518438178,9,1
104,5,0,0,0.02823529412,16,1
104,5,0,0,0.03357314149,4,1
104,5,0,0,0.0424403183,19,1
104,5,3,0,0.02591792657,5,1
104,5,0,0,0.03440366972,3,1
104,5,0,0,0.03102625298,9,1
104,5,1,0,0.0223880597,2,0
104,5,0,0,0.03440366972,3,1
104,5,1,0,0.04066985646,3,1
104,5,1,0,0.02870813397,9,1
104,5,0,0,0.04366812227,2,0
104,5,0,0,0.03440366972,3,1
104,5,1,0,0.02365591398,0,0
104,5,0,0,0.0652173913,0,0
104,5,1,1,0.08713692946,17,1
104,5,0,0,0.03053435115,1,0
104,5,0,0,0.02417582418,0,0
104,5,0,0,0.01927194861,0,0
104,5,1,0,0.04282115869,0,0
104,5,0,0,0.01518438178,9,1
103,1,0,1,0.03282828283,1,0
103,1,3,0,0.06526806527,7,1
103,1,0,0,0.02421307506,9,1
103,3,0,0,0.01789709172,22,1
103,4,1,0,0.05689277899,3,1
103,4,1,0,0.03260869565,1,0
103,4,3,0,0.04140786749,2,0
103,4,1,0,0.01565995526,0,0
103,5,1,1,0.06833712984,3,1
103,5,1,0,0.05714285714,3,1
103,5,0,0,0.02925531915,5,1
103,5,1,0,0.01801801802,6,1
103,5,3,0,0.01070663812,5,1
103,5,1,0,0.03872437358,17,1
103,5,0,0,0.0145631068,0,0
103,5,3,0,0.03217821782,5,1
103,5,0,0,0.04703476483,0,0
103,5,0,0,0.04203539823,0,0
103,5,0,0,0.02380952381,4,1
103,5,0,0,0.02102803738,4,1
103,5,4,0,1,1,0
103,5,0,0,0.05687203791,0,0
102,1,3,0,0.03389830508,5,1
102,1,0,0,0.05636743215,7,1
102,1,4,1,0.05896226415,5,1
102,2,0,0,0.02232142857,4,1
102,2,0,0,0.02087682672,2,0
102,2,1,1,0.02962962963,4,1
102,4,0,1,0.06436781609,0,0
102,4,0,0,0.04922279793,2,0
102,5,2,0,0.03241895262,0,0
102,5,2,0,0.01113585746,0,0
102,5,3,0,0.01565995526,0,0
102,5,0,0,0.02200488998,6,1
102,5,4,1,0.04589371981,0,0
101,1,1,0,0.02752293578,3,1
101,2,0,0,0.033632287,0,0
